conversation_id,chunk_id,utterance_id,speaker,social_orientation
284929887.15218.15218,0,1,ASchutz,Cold
284929887.15218.15218,0,2,ASchutz,Aloof-Introverted
284929887.15218.15218,0,3,Jonathanbishop,Unassuming-Ingenuous
284929887.15218.15218,0,4,161.185.150.188,Arrogant-Calculating
284929887.15218.15218,0,5,Jonathanbishop,Warm-Agreeable
284929887.15218.15218,0,6,ASchutz,Cold
284929887.15218.15218,0,7,ASchutz,Cold
284929887.15218.15218,0,8,ASchutz,Not Available
284929887.15218.15218,0,9,Jonathanbishop,Arrogant-Calculating
284929887.15218.15218,1,10,ASchutz,Cold
285124538.61515.61515,0,1,ChildofMidnight,Warm-Agreeable
285124538.61515.61515,0,2,Tvoz,Unassuming-Ingenuous
285124538.61515.61515,0,3,GoodDamon,Warm-Agreeable
285124538.61515.61515,0,4,Tvoz,Warm-Agreeable
285124538.61515.61515,0,5,ChildofMidnight,Unassured-Submissive
285124538.61515.61515,0,6,Wikidemon,Warm-Agreeable
285124538.61515.61515,0,7,ThuranX,Arrogant-Calculating
285124538.61515.61515,1,8,ChildofMidnight,Warm-Agreeable
285124538.61515.61515,1,9,ThuranX,Arrogant-Calculating
28576936.251426.251426,0,1,62.74.112.4,Aloof-Introverted
28576936.251426.251426,0,2,Macedonian (usurped),Warm-Agreeable
28576936.251426.251426,0,3,Makedonas,Cold
28576936.251426.251426,0,4,Macedonian (usurped),Warm-Agreeable
28576936.251426.251426,0,5,Makedonas,Cold
28576936.251426.251426,0,6,217.16.87.44,Gregarious-Extraverted
28576936.251426.251426,0,7,217.16.87.44,Not Available
28576936.251426.251426,0,8,Makedonas,Arrogant-Calculating
28576936.251426.251426,1,9,Makedonec,Arrogant-Calculating
28576936.251426.251426,1,10,Makedonas,Cold
286441274.88238.88238,0,1,Hiberniantears,Warm-Agreeable
286441274.88238.88238,0,2,Jaan,Assured-Dominant
286441274.88238.88238,0,3,Termer,Warm-Agreeable
286441274.88238.88238,0,4,Termer,Unassuming-Ingenuous
286441274.88238.88238,0,5,Oth,Unassuming-Ingenuous
286441274.88238.88238,1,6,Hiberniantears,Warm-Agreeable
286441274.88238.88238,1,7,Termer,Warm-Agreeable
286441274.88238.88238,1,8,Vecrumba,Warm-Agreeable
286441274.88238.88238,2,9,Vecrumba,Warm-Agreeable
288655305.38122.38122,0,1,PinoyFilAmPride,Warm-Agreeable
288655305.38122.38122,0,2,IQfur01,Warm-Agreeable
288655305.38122.38122,0,3,PinoyFilAmPride,Warm-Agreeable
288655305.38122.38122,1,4,IQfur01,Unassuming-Ingenuous
288655305.38122.38122,2,5,PinoyFilAmPride,Arrogant-Calculating
291124902.14213.14213,0,1,Bigmaninthebox,Unassured-Submissive
291124902.14213.14213,0,2,Bigmaninthebox,Warm-Agreeable
291124902.14213.14213,0,3,Bigmaninthebox,Unassured-Submissive
291124902.14213.14213,0,4,2012Olympian,Warm-Agreeable
291124902.14213.14213,0,5,Bigmaninthebox,Unassured-Submissive
291124902.14213.14213,1,6,2012Olympian,Warm-Agreeable
291124902.14213.14213,1,7,Stismail,Unassuming-Ingenuous
291255336.112388.112388,0,1,GoldDragon,Unassuming-Ingenuous
291255336.112388.112388,0,2,Skookum1,Assured-Dominant
291255336.112388.112388,0,3,Resolute,Warm-Agreeable
291255336.112388.112388,1,4,Skookum1,Arrogant-Calculating
291255336.112388.112388,1,5,GoldDragon,Warm-Agreeable
291255336.112388.112388,1,6,Skookum1,Cold
296174981.366.366,0,1,RSuser,Warm-Agreeable
296174981.366.366,0,2,Astynax,Unassuming-Ingenuous
296174981.366.366,0,3,RSuser,Unassured-Submissive
296174981.366.366,1,4,RSuser,Warm-Agreeable
296174981.366.366,1,5,RSuser,Unassuming-Ingenuous
296174981.366.366,1,6,RSuser,Unassured-Submissive
296174981.366.366,1,7,RSuser,Warm-Agreeable
296174981.366.366,1,8,RSuser,Unassuming-Ingenuous
297033823.130053.130053,0,1,Nemonoman,Warm-Agreeable
297033823.130053.130053,0,2,RSuser,Unassuming-Ingenuous
297033823.130053.130053,0,3,Nemonoman,Cold
297033823.130053.130053,0,4,RSuser,Warm-Agreeable
297033823.130053.130053,0,5,Nemonoman,Aloof-Introverted
297033823.130053.130053,1,6,RSuser,Warm-Agreeable
297033823.130053.130053,1,7,Nemonoman,Arrogant-Calculating
297725189.64722.64722,0,1,Alexikoua,Warm-Agreeable
297725189.64722.64722,0,2,Balkanian`s word,Unassuming-Ingenuous
297725189.64722.64722,0,3,Alexikoua,Unassured-Submissive
297725189.64722.64722,0,4,Balkanian`s word,Cold
297725189.64722.64722,0,5,Macrakis,Unassuming-Ingenuous
297725189.64722.64722,0,6,Balkanian`s word,Arrogant-Calculating
297725189.64722.64722,0,7,Macrakis,Unassured-Submissive
297725189.64722.64722,0,8,Khirurg,Unassuming-Ingenuous
297725189.64722.64722,0,9,Interestedinfairness,Unassured-Submissive
297725189.64722.64722,0,10,Khirurg,Cold
297725189.64722.64722,0,11,Alexikoua,Unassuming-Ingenuous
297725189.64722.64722,0,12,Balkanian`s word,Gregarious-Extraverted
297725189.64722.64722,0,13,Interestedinfairness,Warm-Agreeable
297725189.64722.64722,1,14,Khirurg,Unassuming-Ingenuous
297725189.64722.64722,1,15,Interestedinfairness,Arrogant-Calculating
297725189.64722.64722,1,16,Balkanian`s word,Cold
298093721.9238.9238,0,1,Kim-Zhang-Hong,Gregarious-Extraverted
298093721.9238.9238,0,2,Tameamseo,Warm-Agreeable
298093721.9238.9238,1,3,Doug Weller,Warm-Agreeable
298093721.9238.9238,1,4,Tameamseo,Warm-Agreeable
298093721.9238.9238,1,5,Doug Weller,Warm-Agreeable
298093721.9238.9238,1,6,Tameamseo,Unassured-Submissive
2989029.0.0,0,1,XTaran~enwiki,Unassured-Submissive
2989029.0.0,0,2,XTaran~enwiki,Unassured-Submissive
2989029.0.0,0,3,Tannin,Warm-Agreeable
2989029.0.0,0,4,Mackerm,Warm-Agreeable
2989029.0.0,1,5,Moriori,Gregarious-Extraverted
2989029.0.0,1,6,Tannin,Unassuming-Ingenuous
2989029.0.0,1,7,Moriori,Warm-Agreeable
2989029.0.0,1,8,Tannin,Warm-Agreeable
2989029.0.0,1,9,TimothyPilgrim,Unassured-Submissive
2989029.0.0,1,10,TimothyPilgrim,Unassured-Submissive
301095343.9446.9446,0,1,John Z,Warm-Agreeable
301095343.9446.9446,0,2,Jalapenos do exist,Unassuming-Ingenuous
301095343.9446.9446,0,3,John Z,Warm-Agreeable
301095343.9446.9446,0,4,Jalapenos do exist,Unassuming-Ingenuous
301095343.9446.9446,1,5,John Z,Warm-Agreeable
301095343.9446.9446,1,6,John Z,Warm-Agreeable
303236895.126939.126761,0,1,67.43.136.72,Warm-Agreeable
303236895.126939.126761,0,2,John Carter,Unassuming-Ingenuous
303236895.126939.126761,0,3,67.43.136.72,Warm-Agreeable
303236895.126939.126761,1,4,John Carter,Unassuming-Ingenuous
303236895.126939.126761,1,5,64.7.157.40,Unassured-Submissive
303236895.126939.126761,1,6,64.7.157.40,Unassured-Submissive
303236895.126939.126761,1,7,64.7.157.40,Arrogant-Calculating
303236895.126939.126761,1,8,John Carter,Unassuming-Ingenuous
303236895.126939.126761,1,9,64.7.157.40,Cold
30361704.1760.1760,0,1,Xino,Gregarious-Extraverted
30361704.1760.1760,0,2,Jacoplane,Warm-Agreeable
30361704.1760.1760,0,3,Taladar,Warm-Agreeable
30361704.1760.1760,0,4,ReyBrujo,Unassuming-Ingenuous
30361704.1760.1760,0,5,222.152.21.61,Unassured-Submissive
30361704.1760.1760,0,6,Taladar,Warm-Agreeable
30361704.1760.1760,0,7,ReyBrujo,Warm-Agreeable
30361704.1760.1760,0,8,Vegasjon,Cold
30361704.1760.1760,0,9,Smurrayinchester,Unassuming-Ingenuous
30361704.1760.1760,1,10,Xino,Assured-Dominant
30361704.1760.1760,1,11,Vegasjon,Cold
30361704.1760.1760,1,12,Xino,Assured-Dominant
30361704.1760.1760,1,13,Vegasjon,Cold
305216336.77708.77708,0,1,VQuakr,Warm-Agreeable
305216336.77708.77708,0,2,Serouj,Warm-Agreeable
305216336.77708.77708,0,3,VQuakr,Unassuming-Ingenuous
305216336.77708.77708,0,4,Serouj,Warm-Agreeable
305216336.77708.77708,0,5,VQuakr,Unassured-Submissive
305216336.77708.77708,0,6,Serouj,Warm-Agreeable
305216336.77708.77708,0,7,Dbachmann,Warm-Agreeable
305216336.77708.77708,0,8,Vahagn Petrosyan,Gregarious-Extraverted
305216336.77708.77708,1,9,Serouj,Warm-Agreeable
305216336.77708.77708,1,10,Serouj,Warm-Agreeable
305539768.336586.336586,0,1,Bluehotel,Warm-Agreeable
305539768.336586.336586,0,2,Bluehotel,Unassuming-Ingenuous
305539768.336586.336586,0,3,Bluehotel,Unassured-Submissive
305539768.336586.336586,0,4,Atisha's cook,Warm-Agreeable
305539768.336586.336586,0,5,87.114.18.172,Warm-Agreeable
305539768.336586.336586,0,6,Emptymountains,Warm-Agreeable
305539768.336586.336586,0,7,Atisha's cook,Warm-Agreeable
305539768.336586.336586,1,8,Emptymountains,Warm-Agreeable
305539768.336586.336586,1,9,Atisha's cook,Unassuming-Ingenuous
306576529.343728.343728,0,1,Atisha's cook,Warm-Agreeable
306576529.343728.343728,0,2,Emptymountains,Warm-Agreeable
306576529.343728.343728,0,3,Andi 3ö,Arrogant-Calculating
306576529.343728.343728,0,4,Atisha's cook,Warm-Agreeable
306576529.343728.343728,0,5,Emptymountains,Warm-Agreeable
306576529.343728.343728,0,6,Atisha's cook,Warm-Agreeable
306576529.343728.343728,0,7,94.192.139.167,Cold
306576529.343728.343728,1,8,94.192.139.167,Cold
306576529.343728.343728,1,9,94.192.139.167,Cold
30766025.100936.100936,0,1,Flying Jazz,Warm-Agreeable
30766025.100936.100936,0,2,Iantresman,Unassuming-Ingenuous
30766025.100936.100936,0,3,Flying Jazz,Warm-Agreeable
30766025.100936.100936,1,4,ජපස,Warm-Agreeable
30766025.100936.100936,1,5,Flying Jazz,Arrogant-Calculating
30766025.100936.100936,1,6,Iantresman,Unassuming-Ingenuous
30766025.100936.100936,2,7,Iantresman,Unassuming-Ingenuous
30766025.100936.100936,2,8,Flying Jazz,Cold
309799694.118610.118610,0,1,SarekOfVulcan,Warm-Agreeable
309799694.118610.118610,0,2,J~enwiki,Cold
309799694.118610.118610,0,3,SarekOfVulcan,Warm-Agreeable
309799694.118610.118610,0,4,ThuranX,Assured-Dominant
309799694.118610.118610,0,5,Franamax,Unassuming-Ingenuous
309799694.118610.118610,0,6,Tanthalas39,Aloof-Introverted
309799694.118610.118610,0,7,Indubitably,Unassured-Submissive
309799694.118610.118610,1,8,ThuranX,Assured-Dominant
309799694.118610.118610,1,9,Rvcx,Warm-Agreeable
309799694.118610.118610,1,10,SarekOfVulcan,Unassuming-Ingenuous
309799694.118610.118610,1,11,SarekOfVulcan,Warm-Agreeable
31155802.107911.107911,0,1,68.97.49.51,Warm-Agreeable
31155802.107911.107911,0,2,68.97.49.51,Unassured-Submissive
31155802.107911.107911,1,3,Mattley,Warm-Agreeable
31155802.107911.107911,2,4,KDRGibby,Gregarious-Extraverted
31155802.107911.107911,3,5,BostonMA,Aloof-Introverted
312205305.4849.4849,0,1,Smartperson,Warm-Agreeable
312205305.4849.4849,0,2,Luminifer,Warm-Agreeable
312205305.4849.4849,0,3,66.234.47.194,Unassured-Submissive
312205305.4849.4849,0,4,66.234.47.194,Cold
312205305.4849.4849,0,5,66.234.47.194,Not Available
312205305.4849.4849,0,6,Falcon8765,Assured-Dominant
312205305.4849.4849,1,7,66.234.47.194,Arrogant-Calculating
312857093.338.338,0,1,Historicist,Unassuming-Ingenuous
312857093.338.338,0,2,Nableezy,Arrogant-Calculating
312857093.338.338,0,3,Historicist,Warm-Agreeable
312857093.338.338,0,4,Nableezy,Unassured-Submissive
312857093.338.338,0,5,Historicist,Unassuming-Ingenuous
312857093.338.338,0,6,Nableezy,Warm-Agreeable
312857093.338.338,1,7,Malik Shabazz,Unassuming-Ingenuous
312857093.338.338,1,8,Crotalus horridus,Unassuming-Ingenuous
312857093.338.338,1,9,Crotalus horridus,Warm-Agreeable
312857093.338.338,1,10,Historicist,Unassured-Submissive
314467639.96173.96173,0,1,E. Ripley,Warm-Agreeable
314467639.96173.96173,0,2,3RingCircus,Warm-Agreeable
314467639.96173.96173,0,3,79.97.166.36,Arrogant-Calculating
314467639.96173.96173,1,4,E. Ripley,Warm-Agreeable
314467639.96173.96173,1,5,79.97.166.36,Unassuming-Ingenuous
314467639.96173.96173,1,6,79.97.166.36,Cold
315287769.101858.101858,0,1,Bonewah,Unassured-Submissive
315287769.101858.101858,0,2,Jimmuldrow,Unassuming-Ingenuous
315287769.101858.101858,0,3,Jimmuldrow,Unassuming-Ingenuous
315287769.101858.101858,0,4,Bonewah,Arrogant-Calculating
315287769.101858.101858,0,5,Arzel,Warm-Agreeable
315287769.101858.101858,0,6,Jimmuldrow,Unassuming-Ingenuous
315287769.101858.101858,0,7,Jimmuldrow,Aloof-Introverted
315287769.101858.101858,0,8,Jimmuldrow,Cold
315287769.101858.101858,1,9,Jimmuldrow,Warm-Agreeable
315287769.101858.101858,1,10,Bonewah,Cold
318749222.42100.42100,0,1,Blueshirts,Warm-Agreeable
318749222.42100.42100,0,2,DCTT,Unassuming-Ingenuous
318749222.42100.42100,1,3,Mafia godfather,Assured-Dominant
318749222.42100.42100,2,4,Blueshirts,Arrogant-Calculating
318749222.42100.42100,2,5,Mafia godfather,Warm-Agreeable
318749222.42100.42100,2,6,Paul Siebert,Unassuming-Ingenuous
318749222.42100.42100,2,7,151.151.98.234,Unassured-Submissive
318749222.42100.42100,2,8,Blueshirts,Cold
318749222.42100.42100,2,9,Paul Siebert,Unassuming-Ingenuous
320351550.101714.101714,0,1,Arilang1234,Assured-Dominant
320351550.101714.101714,0,2,Benlisquare,Warm-Agreeable
320351550.101714.101714,0,3,Blueshirts,Cold
320351550.101714.101714,0,4,Benlisquare,Unassuming-Ingenuous
320351550.101714.101714,0,5,Benlisquare,Unassured-Submissive
320351550.101714.101714,0,6,Benlisquare,Not Available
320351550.101714.101714,1,7,Blueshirts,Cold
320351550.101714.101714,1,8,Benlisquare,Arrogant-Calculating
321528509.87053.87053,0,1,Meieimatai,Unassured-Submissive
321528509.87053.87053,0,2,ThuranX,Arrogant-Calculating
321528509.87053.87053,0,3,Meieimatai,Unassured-Submissive
321528509.87053.87053,0,4,Meieimatai,Unassuming-Ingenuous
321528509.87053.87053,1,5,Meieimatai,Warm-Agreeable
322317865.91486.91486,0,1,Wilytilt,Warm-Agreeable
322317865.91486.91486,0,2,MinisterForBadTimes,Warm-Agreeable
322317865.91486.91486,0,3,Wilytilt,Warm-Agreeable
322317865.91486.91486,0,4,93.143.43.119,Unassured-Submissive
322317865.91486.91486,0,5,Wilytilt,Warm-Agreeable
322317865.91486.91486,0,6,93.142.147.100,Unassuming-Ingenuous
322317865.91486.91486,1,7,Simanos,Arrogant-Calculating
322317865.91486.91486,1,8,Simanos,Cold
32306131.4451.4451,0,1,Yesselman,Unassuming-Ingenuous
32306131.4451.4451,0,2,Bobet,Unassuming-Ingenuous
32306131.4451.4451,0,3,TeaDrinker,Unassuming-Ingenuous
32306131.4451.4451,1,4,24.0.37.225,Not Available
32306131.4451.4451,1,5,24.0.37.225,Cold
323735621.163644.163644,0,1,TraceyR,Warm-Agreeable
323735621.163644.163644,0,2,Rhode Island Red,Unassuming-Ingenuous
323735621.163644.163644,0,3,Rhode Island Red,Arrogant-Calculating
323735621.163644.163644,0,4,TraceyR,Unassured-Submissive
323735621.163644.163644,0,5,Rhode Island Red,Arrogant-Calculating
323735621.163644.163644,0,6,TraceyR,Warm-Agreeable
323735621.163644.163644,0,7,Rhode Island Red,Cold
323735621.163644.163644,0,8,TraceyR,Warm-Agreeable
323735621.163644.163644,1,9,Rhode Island Red,Cold
327675250.79784.79784,0,1,NeilN,Warm-Agreeable
327675250.79784.79784,0,2,Peter Lee,Warm-Agreeable
327675250.79784.79784,0,3,4twenty42o,Warm-Agreeable
327675250.79784.79784,0,4,NeilN,Unassuming-Ingenuous
327675250.79784.79784,0,5,UsagiM,Gregarious-Extraverted
327675250.79784.79784,1,6,NeilN,Unassuming-Ingenuous
327675250.79784.79784,1,7,UsagiM,Gregarious-Extraverted
328833625.31131.31131,0,1,Paine Ellsworth,Warm-Agreeable
328833625.31131.31131,0,2,Paine Ellsworth,Unassuming-Ingenuous
328833625.31131.31131,0,3,Paine Ellsworth,Warm-Agreeable
328833625.31131.31131,0,4,Bosonic dressing,Arrogant-Calculating
328833625.31131.31131,0,5,Paine Ellsworth,Warm-Agreeable
328833625.31131.31131,0,6,Paine Ellsworth,Warm-Agreeable
328833625.31131.31131,0,7,Paine Ellsworth,Warm-Agreeable
328833625.31131.31131,0,8,Merbabu,Warm-Agreeable
328833625.31131.31131,0,9,Bosonic dressing,Arrogant-Calculating
328833625.31131.31131,1,10,Bosonic dressing,Unassuming-Ingenuous
328937880.64292.64292,0,1,Hesperian,Warm-Agreeable
328937880.64292.64292,0,2,Merbabu,Warm-Agreeable
328937880.64292.64292,0,3,Hesperian,Warm-Agreeable
328937880.64292.64292,0,4,Merbabu,Warm-Agreeable
328937880.64292.64292,1,5,Hesperian,Unassured-Submissive
328937880.64292.64292,1,6,Paine Ellsworth,Warm-Agreeable
328937880.64292.64292,1,7,Hesperian,Cold
328937880.64292.64292,1,8,Merbabu,Unassuming-Ingenuous
328937880.64292.64292,1,9,Paine Ellsworth,Gregarious-Extraverted
328937880.64292.64292,1,10,Hesperian,Cold
331905969.37713.37713,0,1,OpinionPerson,Warm-Agreeable
331905969.37713.37713,0,2,Famousdog,Assured-Dominant
331905969.37713.37713,1,3,OpinionPerson,Unassuming-Ingenuous
331905969.37713.37713,2,4,OpinionPerson,Gregarious-Extraverted
331905969.37713.37713,2,5,BullRangifer,Aloof-Introverted
331905969.37713.37713,2,6,BullRangifer,Not Available
331905969.37713.37713,3,7,Mindjuicer,Cold
331905969.37713.37713,4,8,Mindjuicer,Warm-Agreeable
331905969.37713.37713,5,9,MrOllie,Warm-Agreeable
331905969.37713.37713,5,10,MrOllie,Unassuming-Ingenuous
333679737.393932.393932,0,1,Jzyehoshua,Warm-Agreeable
333679737.393932.393932,0,2,Róbert Gida,Not Available
333679737.393932.393932,0,3,Scjessey,Unassuming-Ingenuous
333679737.393932.393932,0,4,Wikidemon,Warm-Agreeable
333679737.393932.393932,1,5,Jzyehoshua,Gregarious-Extraverted
333679737.393932.393932,2,6,Scjessey,Cold
339476612.25907.25907,0,1,AzureCitizen,Warm-Agreeable
339476612.25907.25907,0,2,Malleus Fatuorum,Cold
339476612.25907.25907,0,3,AzureCitizen,Warm-Agreeable
339476612.25907.25907,0,4,Peter cohen,Warm-Agreeable
339476612.25907.25907,0,5,Malleus Fatuorum,Cold
339476612.25907.25907,0,6,Peter cohen,Warm-Agreeable
339476612.25907.25907,0,7,Malleus Fatuorum,Unassuming-Ingenuous
339476612.25907.25907,1,8,AzureCitizen,Warm-Agreeable
339476612.25907.25907,1,9,Malleus Fatuorum,Cold
340143345.87989.87989,0,1,John Foxe,Warm-Agreeable
340143345.87989.87989,0,2,114.74.225.203,Arrogant-Calculating
340143345.87989.87989,0,3,COGDEN,Unassuming-Ingenuous
340143345.87989.87989,0,4,Storm Rider,Warm-Agreeable
340143345.87989.87989,0,5,COGDEN,Unassuming-Ingenuous
340143345.87989.87989,0,6,Storm Rider,Warm-Agreeable
340143345.87989.87989,1,7,COGDEN,Unassuming-Ingenuous
340143345.87989.87989,1,8,John Foxe,Cold
340143345.87989.87989,1,9,Storm Rider,Assured-Dominant
341617416.168261.168261,0,1,Gandydancer,Warm-Agreeable
341617416.168261.168261,0,2,BullRangifer,Cold
341617416.168261.168261,0,3,Ludwigs2,Unassuming-Ingenuous
341617416.168261.168261,0,4,DavidOaks,Warm-Agreeable
341617416.168261.168261,0,5,Vitaminman,Unassured-Submissive
341617416.168261.168261,0,6,Ludwigs2,Warm-Agreeable
341617416.168261.168261,1,7,Severina123,Unassured-Submissive
34364810.2636.2636,0,1,Outbackjack,Gregarious-Extraverted
34364810.2636.2636,0,2,Jiminy Krikkitt,Unassuming-Ingenuous
34364810.2636.2636,0,3,192.43.227.18,Arrogant-Calculating
34364810.2636.2636,0,4,Jiminy Krikkitt,Not Available
34364810.2636.2636,1,5,202.6.138.33,Unassuming-Ingenuous
34364810.2636.2636,1,6,Jiminy Krikkitt,Not Available
34364810.2636.2636,1,7,Rogerthat,Warm-Agreeable
34364810.2636.2636,1,8,202.6.138.33,Unassuming-Ingenuous
34364810.2636.2636,2,9,Oliyoung,Warm-Agreeable
347122190.4034.4034,0,1,PericlesofAthens,Warm-Agreeable
347122190.4034.4034,0,2,Gnip,Warm-Agreeable
347122190.4034.4034,0,3,PericlesofAthens,Warm-Agreeable
350236750.83554.83562,0,1,BehnamFarid,Warm-Agreeable
350236750.83554.83562,0,2,Xashaiar,Unassuming-Ingenuous
350236750.83554.83562,0,3,BehnamFarid,Warm-Agreeable
350236750.83554.83562,0,4,Xashaiar,Unassured-Submissive
350236750.83554.83562,0,5,BehnamFarid,Warm-Agreeable
350236750.83554.83562,1,6,BehnamFarid,Warm-Agreeable
350236750.83554.83562,1,7,Xashaiar,Cold
350236750.83554.83562,1,8,BehnamFarid,Cold
351794186.44222.44222,0,1,Andy Dingley,Unassured-Submissive
351794186.44222.44222,0,2,Malleus Fatuorum,Arrogant-Calculating
351794186.44222.44222,0,3,Andy Dingley,Unassuming-Ingenuous
351794186.44222.44222,0,4,Malleus Fatuorum,Cold
351794186.44222.44222,1,5,Andy Dingley,Warm-Agreeable
351794186.44222.44222,1,6,Malleus Fatuorum,Cold
351794186.44222.44222,1,7,Malleus Fatuorum,Cold
354488901.139567.139567,0,1,BigK HeX,Warm-Agreeable
354488901.139567.139567,0,2,Weakopedia,Arrogant-Calculating
354488901.139567.139567,0,3,BigK HeX,Unassuming-Ingenuous
354488901.139567.139567,0,4,BigK HeX,Warm-Agreeable
354488901.139567.139567,0,5,Weakopedia,Cold
354488901.139567.139567,0,6,BigK HeX,Unassured-Submissive
354488901.139567.139567,1,7,Weakopedia,Arrogant-Calculating
354488901.139567.139567,1,8,BigK HeX,Cold
356031930.18626.18626,0,1,Student7,Unassuming-Ingenuous
356031930.18626.18626,0,2,Student7,Warm-Agreeable
356031930.18626.18626,1,3,Student7,Unassured-Submissive
356031930.18626.18626,2,4,207.155.20.168,Arrogant-Calculating
356031930.18626.18626,2,5,Student7,Warm-Agreeable
356031930.18626.18626,2,6,207.155.20.168,Cold
35659323.6895.6895,0,1,LukasPietsch,Warm-Agreeable
35659323.6895.6895,0,2,Shivraj Singh,Arrogant-Calculating
35659323.6895.6895,1,3,LukasPietsch,Warm-Agreeable
35659323.6895.6895,1,4,Shivraj Singh,Unassured-Submissive
35659323.6895.6895,2,5,LukasPietsch,Unassuming-Ingenuous
362589694.47677.47677,0,1,Bdenis,Unassuming-Ingenuous
362589694.47677.47677,0,2,Bdenis,Unassured-Submissive
362589694.47677.47677,0,3,Malleus Fatuorum,Warm-Agreeable
362589694.47677.47677,0,4,86.206.30.123,Unassured-Submissive
362589694.47677.47677,0,5,Malleus Fatuorum,Unassuming-Ingenuous
362589694.47677.47677,0,6,90.27.23.74,Unassured-Submissive
362589694.47677.47677,0,7,Malleus Fatuorum,Warm-Agreeable
362589694.47677.47677,1,8,Malleus Fatuorum,Warm-Agreeable
36268090.17743.17743,0,1,Alyeska,Arrogant-Calculating
36268090.17743.17743,0,2,AlistairMcMillan,Unassuming-Ingenuous
36268090.17743.17743,0,3,Alyeska,Arrogant-Calculating
36268090.17743.17743,0,4,AlistairMcMillan,Unassured-Submissive
36268090.17743.17743,0,5,Alyeska,Arrogant-Calculating
36268090.17743.17743,0,6,AlistairMcMillan,Unassured-Submissive
36268090.17743.17743,0,7,AlistairMcMillan,Gregarious-Extraverted
36268090.17743.17743,1,8,Hayter,Warm-Agreeable
36268090.17743.17743,1,9,Alyeska,Cold
364812646.149316.149316,0,1,Hkwon,Warm-Agreeable
364812646.149316.149316,0,2,Hkwon,Not Available
364812646.149316.149316,0,3,Melonbarmonster2,Arrogant-Calculating
364812646.149316.149316,0,4,Hkwon,Assured-Dominant
364812646.149316.149316,1,5,Hkwon,Warm-Agreeable
364812646.149316.149316,1,6,Sennen goroshi,Unassuming-Ingenuous
364812646.149316.149316,1,7,Hkwon,Warm-Agreeable
364812646.149316.149316,1,8,Sennen goroshi,Cold
36513759.34655.34655,0,1,Alyeska,Assured-Dominant
36513759.34655.34655,0,2,Hayter,Warm-Agreeable
36513759.34655.34655,1,3,Alyeska,Arrogant-Calculating
36513759.34655.34655,2,4,Blue387,Warm-Agreeable
36513759.34655.34655,2,5,Fearghul,Unassuming-Ingenuous
36513759.34655.34655,2,6,Alyeska,Cold
36513759.34655.34655,3,7,AlistairMcMillan,Warm-Agreeable
36513759.34655.34655,3,8,Alyeska,Warm-Agreeable
36513759.34655.34655,3,9,AlistairMcMillan,Unassuming-Ingenuous
36774149.13039.13039,0,1,Bronks,Unassured-Submissive
36774149.13039.13039,0,2,Ultramarine,Cold
36774149.13039.13039,0,3,Ultramarine,Unassuming-Ingenuous
36774149.13039.13039,0,4,Ikip,Warm-Agreeable
36774149.13039.13039,0,5,Ikip,Unassuming-Ingenuous
36774149.13039.13039,0,6,Ikip,Warm-Agreeable
36774149.13039.13039,1,7,Ikip,Cold
369499457.82.82,0,1,Sodapaps,Arrogant-Calculating
369499457.82.82,0,2,InaMaka,Warm-Agreeable
369499457.82.82,0,3,Sodapaps,Gregarious-Extraverted
369499457.82.82,0,4,InaMaka,Warm-Agreeable
369499457.82.82,0,5,Sodapaps,Unassured-Submissive
369499457.82.82,1,6,InaMaka,Cold
369499457.82.82,1,7,64.179.158.185,Unassured-Submissive
369499457.82.82,1,8,InaMaka,Cold
37192162.56808.56808,0,1,SeraphimXI,Gregarious-Extraverted
37192162.56808.56808,0,2,WegianWarrior,Warm-Agreeable
37192162.56808.56808,0,3,Skull 'n' Femurs,Unassuming-Ingenuous
37192162.56808.56808,0,4,Blueboar,Unassuming-Ingenuous
37192162.56808.56808,0,5,MSJapan,Warm-Agreeable
37192162.56808.56808,0,6,SeraphimXI,Unassured-Submissive
37192162.56808.56808,0,7,ALR,Unassuming-Ingenuous
37192162.56808.56808,1,8,SeraphimXI,Gregarious-Extraverted
37192162.56808.56808,1,9,WegianWarrior,Warm-Agreeable
37192162.56808.56808,1,10,SeraphimXI,Unassured-Submissive
37192162.56808.56808,1,11,ALR,Unassuming-Ingenuous
37192162.56808.56808,1,12,SeraphimXI,Gregarious-Extraverted
37192162.56808.56808,1,13,ALR,Unassuming-Ingenuous
372526015.144895.144895,0,1,Melonbarmonster2,Warm-Agreeable
372526015.144895.144895,0,2,Qwyrxian,Unassuming-Ingenuous
372526015.144895.144895,0,3,Melonbarmonster2,Warm-Agreeable
372526015.144895.144895,0,4,Melonbarmonster2,Warm-Agreeable
372526015.144895.144895,0,5,Qwyrxian,Unassuming-Ingenuous
372526015.144895.144895,1,6,Melonbarmonster2,Unassuming-Ingenuous
372526015.144895.144895,1,7,Qwyrxian,Warm-Agreeable
372526015.144895.144895,1,8,Melonbarmonster2,Unassuming-Ingenuous
37521511.39383.39383,0,1,Midgley,Warm-Agreeable
37521511.39383.39383,0,2,Whaleto,Cold
37521511.39383.39383,0,3,CDN99,Unassuming-Ingenuous
37521511.39383.39383,0,4,Midgley,Arrogant-Calculating
37521511.39383.39383,0,5,Midgley,Cold
37521511.39383.39383,1,6,Whaleto,Unassuming-Ingenuous
37521511.39383.39383,1,7,Midgley,Cold
